RECORDID,DAM_NAME,OTHER_DAM_NAME,DAM_FORMER_NAME,STATEID,NIDID,LONGITUDE,LATITUDE,SECTION,COUNTY,RIVER,CITY,DISTANCE,OWNER_NAME,OWNER_TYPE,DAM_DESIGNER,PRIVATE_DAM,DAM_TYPE,CORE,FOUNDATION,PURPOSES,YEAR_COMPLETED,YEAR_MODIFIED,DAM_LENGTH,DAM_HEIGHT,STRUCTURAL_HEIGHT,HYDRAULIC_HEIGHT,NID_HEIGHT,MAX_DISCHARGE,MAX_STORAGE,NORMAL_STORAGE,NID_STORAGE,SURFACE_AREA,DRAINAGE_AREA,HAZARD,EAP,INSPECTION_DATE,INSPECTION_FREQUENCY,STATE_REG_DAM,STATE_REG_AGENCY,SPILLWAY_TYPE,SPILLWAY_WIDTH,OUTLET_GATES,VOLUME,NUMBER_OF_LOCKS,LENGTH_OF_LOCKS,WIDTH_OF_LOCKS,FED_FUNDING,FED_DESIGN,FED_CONSTRUCTION,FED_REGULATORY,FED_INSPECTION,FED_OPERATION,FED_OWNER,FED_OTHER,SOURCE_AGENCY,STATE,SUBMIT_DATE,URL_ADDRESS,CONG_NAME,PARTY,CONG_DIST,OTHERSTRUCTUREID,NUMSEPARATESTRUCTURES,PERMITTINGAUTHORITY,INSPECTIONAUTHORITY,ENFORCEMENTAUTHORITY,JURISDICTIONALDAM,EAP_LAST_REV_DATE
40060,MARK SIMMONS LAKE,NA,NA,NA,MS00105,-90.159978,32.965667,NA,HOLMES,TR- TECHEVA CREEK,EDEN,12,MARK SIMMONS,P,USDA NRCS,NA,RE,HEK,SZ,C,1973,NA,400,22,NA,22,22,138,120,120,120,NA,NA,L,NR,NA,0,N,DEQ-OLWR,U,20,U,4880,0,0,0,NA,USDA NRCS,NA,NA,NA,NA,NA,NA,USDA NRCS,MS,2-Jul-18,NA,Bennie G. Thompson (D),D,MS02,NA,0,N,N,N,N,NA
30,SHIP CREEK DAM,NA,NA,NA,AK00035,-149.6666,61.25,S05 T013N R002W SEWARD MERIDIAN,ANCHORAGE,SHIP CREEK,ANCHORAGE,6,DOYON UTILITIES,P,NA,Y,PG,X,U,S,1954,NA,80,NA,50,50,50,2000,27,27,27,NA,NA,H,Y,7/2/18,3,Y,AKDNR,U,40,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,AK,AK,23-Jul-18,NA,Don Young (R),R,AK00,NA,0,Y,Y,Y,Y,28-Mar-13
64919,OKNONAME 037036,NA,OKNONAME 037036,NA,OK12671,-96.22836632,35.91758805,27,CREEK,TR-POLCAT CREEK,SAPULPA,12,JOHN T IV & JAMI LONGACRE,P,NA,NA,RE,HEZ,SZ,O,1960,NA,280,27,27,27,27,700,50,25,50,NA,NA,L,NR,6/20/02,5,Y,OWRB,C,1,V: 1;,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,OK,OK,22-Jun-18,NA,Frank D. Lucas (R),R,OK03,NA,0,Y,Y,Y,Y,NA
61883,BADER LAKE DAM,NA,NA,NA,OH01888,-82.53944444,40.15083333,NA,LICKING,TRIBUTARY TO CAT RUN,NEWARK,10.2,DANE AND JOANNE PESTEL,P,DALE STOLL,NA,RE,NA,NA,S,1961,NA,255,22,NA,NA,22,28,40.2,25.2,40.2,4.35,0.19,S,N,12/6/16,5,Y,DEPARTMENT OF NATURAL RESOURCES,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,OH,OH,3-Jul-18,NA,Troy Balderson (R),R,OH12,NA,0,Y,Y,Y,Y,NA
61873,ANJECONDY LAKE DAM,NA,NA,NA,OH01847,-82.55388889,40.39222222,NA,KNOX,TRIBUTARY TO ARMSTRONG RUN,MT. VERNON,3.6,"ANJECONDY, LIMITED",P,NA,NA,RE,NA,NA,R,1950,NA,615,29.1,NA,NA,29.1,1215,79,48,79,5.7,0.38,S,Y,2/23/16,5,Y,DEPARTMENT OF NATURAL RESOURCES,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,OH,OH,3-Jul-18,NA,Bob Gibbs (R),R,OH07,NA,0,Y,Y,Y,Y,28-Apr-16
41763,ELLISON CREEK WATERHED STRUCTURE 4 DAM,DAY LAKE,0,NA,MS01939,-90.13048857,32.82876238,6,YAZOO,TR- ELLISON CREEK,EDWARDS,NA,ELLISON CR W/S DR DIST,L,USDA NRCS,N,RE,X,SZ,C,1961,NA,NA,22,NA,NA,22,NA,180,0,180,NA,0.45,L,NR,NA,0,Y,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,U,0,U,0,0,0,0,USDA NRCS,USDA NRCS,USDA NRCS,NA,USDA NRCS,NA,NA,NA,MS,MS,3-Aug-18,NA,Bennie G. Thompson (D),D,MS02,NA,0,Y,Y,Y,Y,NA
54549,WAUNETA NORTH DAM,NA,NA,NA,NE01140,-101.3676001,40.43638205,NES2T5R36W,CHASE,TR-FRENCHMAN RIVER,WAUNETA,1,CHASE COUNTY,L,MARVIN ATHEY,N,RE,HEZ,SZ,C,1970,NA,1212,72,72,72,72,279,2934,14,2934,5,6.3,L,NR,7/10/18,5,Y,NE DNR,NA,0,NA,60000,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,27-Jul-18,NA,Adrian Smith (R),R,NE03,NA,0,Y,Y,Y,Y,NA
32301,DWINAL POND,DWINAL POND,NA,NA,ME96026,-68.296349,45.426909,NA,PENOBSCOT,DWINAL POND,WINN,0,DWINAL POND 4 SEASONS CLUB,P,NA,Y,CNRETC,NA,NA,R,1947,NA,100,10,10,10,10,NA,NA,150,150,30,NA,L,NR,NA,12,Y,MEMA,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,ME,ME,14-Aug-18,NA,Jared F. Golden (D),D,ME02,NA,0,Y,Y,Y,Y,NA
11264,HALE LAKE DAM,NA,NA,NA,GA02223,-82.596667,33.700556,NA,WILKES,UNKNOWN,AONIA (ENVIRONS),0,"HALE, GEORGE",P,UNKNOWN,N,RE,X,U,O,1960,NA,300,19,NA,NA,19,NA,67,0,67,7,NA,L,NR,NA,5,N,GA-SAFE DAMS PROGRAM,U,0,X,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,GA,GA,3-Jul-18,NA,Jody B. Hice (R),R,GA10,NA,0,N,Y,N,Y,NA
84652,MASONS MILL DAM,NA,NA,NA,VA025002,-77.8875,36.9193,NA,BRUNSWICK,WAQUA CREEK,NA,0,NA,X,NA,N,RE,NA,NA,RS,NA,NA,NA,20,20,20,20,NA,148,24,148,13,NA,U,N,NA,1,Y,DEPARTMENT OF CONSERVATION AND RECREATION,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,VA,VA,23-Jul-18,NA,Denver Riggleman (R),R,VA05,NA,0,Y,Y,Y,Y,NA
19595,ARROWHEAD COUNTRY CLUB LAKE DAM,ARROWHEAD COUNTRY CLUB LAKE,NA,NA,IL00302,-89.60188,40.92817,20;11N;8E;4,PEORIA,TRIB HALLOCK CREEK,CHILLICOTHE,7,ARROWHEAD COUNRTY CLUB,P,UNKNOWN,N,RE,X,U,OR,1959,NA,400,35,NA,NA,35,NA,96,69,96,NA,NA,L,N,6/20/15,5,Y,IDNR,U,0,U,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,IL,IL,23-Jul-18,NA,Darin LaHood (R),R,IL18,NA,0,Y,Y,Y,Y,NA
31097,MEADOW DAM,NA,NA,NA,MA02267,-70.943703,42.56264,DANVERS,NA,BEAVER BROOK,NA,0,"TOWN OF DANVERS, BOARD OF SELECTMEN",L,NA,NA,RE,X,U,R,NA,NA,100,6.7,NA,5.3,6.7,NA,100,63,100,10.5,2.2,S,NR,9/14/17,5,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,MA,MA,3-Jul-18,NA,Seth Moulton (D),D,MA06,NA,0,Y,Y,Y,Y,NA
11261,WALLDEN POND,CASAGA LAKE DAM,NA,NA,GA02220,-82.299167,33.580556,NA,COLUMBIA,BAILEY BRANCH,NA,0,"WALLS, JAMES B.",P,UNKNOWN,N,RE,X,U,R,NA,NA,845,18,NA,14,18,NA,110,65,110,13,NA,L,NR,NA,5,N,GA-SAFE DAMS PROGRAM,U,0,X,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,GA,GA,3-Jul-18,NA,Jody B. Hice (R),R,GA10,NA,0,N,Y,N,Y,NA
90283,BIG BOY,NA,NA,NA,WY00602,-107.2880556,44.48222222,14,JOHNSON,"CAPLE DR, TR DBLE. CROSSING DR",ARVADA,14,V BAR F CATTLE COMPANY,P,NA,N,RE,HEK,SZ,FP,1969,NA,350,33,33,28,33,1543,55,30,55,4,2.4,L,NR,6/17/16,5,Y,SEO,U,40,X,6917,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,WY,WY,17-May-18,NA,Liz Cheney (R),R,WY00,NA,0,Y,Y,Y,Y,NA
19738,MCCORMICK POND DAM,MCCORMICK POND,NA,NA,IL00520,-90.5767,40.0867,12;1N;2W;4,SCHUYLER,"TRIB TOWN BRANCH,LAMOINE RIVER",RIPLEY-OFFSTREAM,5,JOHN MCCORMICK,P,UNKNOWN,N,RE,X,U,R,1958,NA,140,27,NA,NA,27,NA,21,20,21,NA,NA,L,N,7/8/17,5,Y,IDNR,U,23,U,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,IL,IL,23-Jul-18,NA,Darin LaHood (R),R,IL18,NA,0,Y,Y,Y,Y,NA
6156,GRANBY #7,NA,NA,NA,CO00718,-108.04556,38.993329,NA,DELTA,DIRTY GEORGE CREEK-TR,CEDAREDGE,12,GRANBY DITCH & RESERVOIR CO.,P,NA,Y,RE,HEK,RSZ,I,1964,NA,390,17,18,17,18,588,151,76,151,15,2,L,NR,7/19/17,6,Y,DWR,N,20,U;S,11896,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,CO,CO,12-Jul-18,NA,Scott R. Tipton (R),R,CO03,NA,0,Y,Y,Y,Y,NA
91304,ROUTER NO. 11,NA,NA,NA,WY02401,-106.9913888,44.2417,1,JOHNSON,FLICKER CREEK,COUNTY ROAD,2,"EOG Y RESOURCES, INC.",P,HUGH LOWHAM,Y,RE,HEK,RSZ,IP,2007,NA,560,35,35,30,35,633,56,41,56,3.59,0.06,L,NR,6/20/17,5,Y,"SEO,DEQ",U,40,V1,27840,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,WY,WY,17-May-18,NA,Liz Cheney (R),R,WY00,NA,0,Y,Y,Y,Y,NA
29486,BAYOU DUPONT NO 15,MILLER,0,NA,LA00056,-93.326,31.654,"S30,19,T8N,R9W",NATCHITOCHES,TR-WINN CREEK,ROBELINE,NA,BART COTTON,P,USDA NRCS,N,RE,HEK,SK,CFR,1959,2010,696,25,30,25,30,572,309,20,309,7,0.39,S,Y,4/22/14,3,Y,LA DOTD,U,10,P,25972,0,0,0,USDA NRCS,USDA NRCS,USDA NRCS,NA,NA,NA,NA,NA,LA,LA,5-Jul-18,NA,Mike Johnson (R),R,LA04,NA,0,Y,Y,Y,Y,11-Sep-14
31660,CECIL SAND AND GRAVEL POND 6,NA,NA,NA,MD00393,-76.0663,39.6165,NA,CECIL,PRINCIPIO CREEK-TR-OS,ARROWHEAD ACRES,NA,"YORK BUILDING PRODUCTS CO, INC.",P,NA,N,RE,IEK,SK,S,2006,2011H,1000,49,NA,NA,49,NA,300,260,300,20,0.1,S,Y,4/3/18,3,Y,MD DAM SAFETY,N,0,NONE,260000,0,0,0,NA,NA,NA,DOL MSHA;DOL MSHA,DOL MSHA;DOL MSHA,NA,NA,NA,MD,MD,23-Jul-18,NA,Andy Harris (R),R,MD01,NA,0,Y,Y,Y,Y,18-Apr-18
44758,MS05759 LAKE DAM,NA,NA,NA,MS05759,-88.69628,32.46602,7,LAUDERDALE,NA,NA,0,NA,P,NA,N,RE,X,NA,R,NA,NA,NA,12,NA,NA,12,NA,62,49,62,8,NA,L,NR,NA,0,Y,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,U,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,MS,MS,3-Aug-18,NA,Michael Guest (R),R,MS03,NA,0,Y,Y,Y,Y,NA
43955,MS04650 LAKE DAM,NA,NA,NA,MS04650,-88.81042,32.93284,31,NOXUBEE,NA,NA,0,NA,P,NA,N,RE,X,NA,R,NA,NA,NA,11,NA,NA,11,NA,60,35,60,8,NA,L,NR,NA,0,Y,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,U,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,MS,MS,3-Aug-18,NA,Michael Guest (R),R,MS03,NA,0,Y,Y,Y,Y,NA
35697,BARBER LAKE DAM,BARBER LAKE DAM,NA,NA,MO11447,-91.48130073,39.17807587,NA,AUDRAIN,TR-WEST FORK CUIVRE RIVER,MIDDLETOWN,0,JOHN BARBER,P,NA,N,RE,X,U,I,NA,NA,NA,25,25,NA,25,NA,254,158,254,19,120,L,NR,NA,0,N,NA,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,MO,MO,25-May-18,NA,Sam Graves (R),R,MO06,NA,0,N,N,N,N,NA
17993,UPPER LOCUST WATERSHED SITE L-47,UPPER LOCUST CREEK L-47,0,NA,IA03282,-93.13009644,40.6167984,"SE,NW,S11,T067N,R20W",WAYNE,TR- LOCUST CREEK,"MILAN, MO",NA,WAYNE COUNTY SWCD,L,USDA NRCS,N,RE,HZ,SZ,PC,1999,NA,534,25,NA,NA,25,NA,93,20,93,4,0.29,L,NR,NA,0,Y,IOWA DNR,U,0,X,19500,0,0,0,USDA NRCS,USDA NRCS,USDA NRCS,NA,NA,NA,NA,NA,IA,IA,26-Jul-18,NA,David Loebsack (D),D,IA02,NA,0,Y,Y,Y,Y,NA
38532,KANAN LAKE DAM,NA,NA,NA,MO50048,-94.14713726,39.76289103,"S10,T57N,R29W",CALDWELL,TR-LONG BRANCH,KINGSTON,NA,FLOYD KANAN,P,NA,N,RE,HEZ,SZ,FPR,1974,NA,380,34,34,34,34,70,88,60,88,23,102.4,L,NR,NA,0,N,NA,U,12,X,14161,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,MO,MO,25-May-18,NA,Sam Graves (R),R,MO06,NA,0,N,N,N,N,NA
54550,BLANKE DAM,NA,NA,NA,NE01141,-102.9809996,41.18196188,SES18T14R49W,CHEYENNE,TR-LODGEPOLE CREEK,SIDNEY,NA,ROBERT BLANKE,P,USDA NRCS,N,RE,HEZ,SZ,C,1956,NA,318,21.2,21.2,21.2,21.2,2120,203.6,128.9,203.6,20.7,3.27,L,NR,10/4/17,5,Y,NE DNR,U,0,U,0,0,0,0,NA,USDA NRCS,NA,NA,NA,NA,NA,NA,NE,NE,27-Jul-18,NA,Adrian Smith (R),R,NE03,NA,0,Y,Y,Y,Y,NA
12044,RIGGS POND DAM (NORTH),NA,NA,NA,GA03129,-81.846389,32.395,NA,BULLOCH,UNKNOWN,JIMPS WEST ENVIRONS,0,"RIGGS, ARTHUR JAMES",P,UNKNOWN,N,RE,X,U,R,1952,NA,1090,8,NA,NA,8,NA,113,81,113,19,74,L,NR,NA,5,N,GA-SAFE DAMS PROGRAM,U,0,X,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,GA,GA,3-Jul-18,NA,Rick W. Allen (R),R,GA12,NA,0,N,Y,N,Y,NA
58230,EMBUDO DAM,NA,NA,NA,NM00416,-106.4733,35.0983,T10N R4E S13,BERNALILLO,EMBUDO CANYON,ALBUQUERQUE,0,CITY OF ALBUQUERQUE,L,"BOHANNON HUSTON, INC.",N,RE,Z,U,C,1979,NA,1010,50,63,NA,63,16840,340,0,340,16,3.72,H,N,1/14/16,5,Y,OFFICE OF THE STATE ENGINEER,U,120,UNCONTROLLED,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NM,NM,19-Jul-18,NA,Debra A. Haaland (D),D,NM01,NA,0,Y,Y,Y,Y,NA
74381,OLD TOWN DAM,NA,NA,NA,SD02167,-102.288333,43.981667,NA,PENNINGTON,TR-CHEYENNE,NONE,0,CITY OF WALL,L,NA,N,RE,X,U,RS,1941,NA,1100,14,14,14,14,1450,90,65,90,NA,NA,L,NR,NA,0,Y,DENR,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SD,SD,18-Jun-18,NA,Dusty Johnson (R),R,SD00,NA,0,Y,Y,Y,Y,NA
32502,BUCHANAN,NA,NA,NA,MI00157,-86.3512,41.8391,NA,BERRIEN,ST JOSEPH RIVER,BERRIEN SPRINGS,7,INDIANA & MICHIGAN  POWER COMPANY,U,NA,N,PGRE,FCZ,SZ,H,1895,NA,1170,23,NA,13.3,23,36814,3895,3895,3895,423,4037,H,Y,6/7/18,1,N,MICHIGAN DEQ,C,387,S2;B3;,0,0,0,0,NA,NA,NA,FERC,FERC,NA,NA,NA,FERC,MI,5-Aug-18,NA,Fred Upton (R),R,MI06,NA,1,N,N,N,N,11-Jan-17
14238,PEBBLE CREEK LAKE DAM,NA,NA,NA,GA06302,-84.002778,30.798889,NA,THOMAS,NA,NA,0,MLM PARTNERSHIP,P,BILL DEVANE,N,RE,X,U,R,NA,NA,NA,13,NA,NA,13,NA,61,28,61,6,NA,L,NR,NA,5,N,GA-SAFE DAMS PROGRAM,U,0,X,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,GA,GA,3-Jul-18,NA,Austin Scott (R),R,GA08,NA,0,N,N,N,Y,NA
7373,TATUM RESERVOIR,NA,NA,NA,CO20014,-108.24837,38.73907,"S21, 0150S, 0970W",DELTA,NA,NA,0,DOI BLM,F,NA,N,PG,E,U,D,1959,NA,460,28.22,28.22,20.42,28.22,NA,11.82,121.82,121.82,2.71,NA,L,NR,4/18/12,5,N,NA,NA,0,NA,15972,0,0,0,DOI BLM,NA,NA,DOI BLM,DOI BLM,DOI BLM,DOI BLM,NA,DOI BLM,CO,21-Sep-18,NA,Scott R. Tipton (R),R,CO03,NA,0,N,N,N,N,NA
23573,NA,KSNONAME 1654,NA,NA,KS01654,-97.859408,39.222952,"34,9S, 5W",OTTAWA,LOST CREEK-TR,VERDI,NA,BILLING ESTATE,P,USDA NRCS,N,RE,X,U,C,1965,NA,770,32,NA,NA,32,NA,138,32,138,NA,NA,L,NR,NA,0,Y,KS DEPT. OF AGRICULTURE,U,110,X,18500,0,0,0,NA,USDA NRCS,NA,NA,NA,NA,NA,NA,KS,KS,2-Jul-18,NA,Roger W. Marshall (R),R,KS01,NA,0,Y,Y,Y,Y,NA
83505,JACOBS VALLEY,NA,NA,NA,UT00150,-111.605736,38.04350638,"08,32S~3E SL",GARFIELD,PINE CREEK,NONE - DRAINS TO ESC,0,PINE CREEK IRRIGATION COMPANY,P,NA,NA,RE,X,U,I,1911,NA,180,NA,13,10,13,NA,2332,1967,2332,NA,7,S,Y,7/27/17,2,Y,UTAH DIVISION OF WATER RIGHTS,U,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,UT,UT,29-Jun-18,NA,Chris Stewart (R),R,UT02,NA,0,Y,Y,Y,Y,8-Jul-13
65860,BOGGESS NO 2,NA,BOGGESS NO.2,NA,OK20927,-98.9100276,35.90718827,33,DEWEY,TR-TRAIL CREEK,OAKWOOD,NA,DALYNNE S FISCHER,P,USDA NRCS,N,RE,HEZ,SZ,O,1976,NA,153,25,25,25,25,810,50,20,50,NA,NA,L,NR,6/10/05,5,Y,OWRB,C,1,V: 1;,0,0,0,0,NA,USDA NRCS,NA,NA,NA,NA,NA,NA,OK,OK,22-Jun-18,NA,Frank D. Lucas (R),R,OK03,NA,0,Y,Y,Y,Y,NA
47471,D G ORCHOWSKI #1,NA,NA,NA,MT01864,-107.4461362,45.64090013,S19 2S 35E,BIG HORN,TR-LITTLE BIGHORN RIVER,HARDIN,10,JOHN HANCOCK MUTUAL LIFE INS,P,NA,Y,RE,NA,NA,I,1963,NA,100,30,NA,30,30,NA,57,33,57,NA,NA,L,NR,NA,0,Y,DNRC,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,MT,MT,17-Jul-18,NA,Greg Gianforte (R),R,MT00,NA,0,Y,Y,Y,Y,NA
54797,KALER DAM,NA,NA,NA,NE01450,-100.7373083,40.4047556,NWS16T5R30W,FRONTIER,TR-RED WILLOW CREEK,INDIANOLA,21,NEBRASKA BOARD OF EDUCATIONAL LANDS & FUNDS,S,UNKNOWN,N,RE,HE,SZ,GOOS,1955,NA,223,23,23,23,23,1610,66.5,16.9,66.5,6.9,3.6,L,NR,6/19/13,10,Y,NE DNR,NA,0,NA,2860,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,27-Jul-18,NA,Adrian Smith (R),R,NE03,NA,0,Y,Y,Y,Y,NA
13133,BELL LAKE DAM,NA,NA,NA,GA04609,-85.358833,33.763472,NA,HARALSON,UNKNOWN,TALLAPOOSA,0,"BELL, WILLIAM",P,UNKNOWN,N,RE,X,U,R,NA,NA,390,25,NA,22.1,25,NA,75,50,75,5.5,NA,L,NR,9/13/16,5,N,GA-SAFE DAMS PROGRAM,U,0,X,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,GA,GA,3-Jul-18,NA,Tom Graves (R),R,GA14,NA,0,N,Y,N,Y,NA
26823,NA,KSNONAME 4955,NA,NA,KS04955,-101.419721,39.023648,"10,12S, 37W",LOGAN,NORTH FORK SMOKY HILL RIVER-TR,RUSSELL SPRINGS,15,HORNBAKER,P,USDA SCS,N,NA,X,U,NA,1951,NA,NA,12,NA,NA,12,NA,105,65,105,NA,NA,L,NR,NA,0,N,KS DEPT. OF AGRICULTURE,NA,0,X,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,KS,KS,2-Jul-18,NA,Roger W. Marshall (R),R,KS01,NA,0,N,N,N,N,NA
17009,WALKER DAM,NA,NA,NA,IA02251,-91.28959656,41.11330032,"SW,NW,S23,T073N,R04W",LOUISA,TR- ROFF CR.,IOWA RIVER,18,DWIGHT WALKER,P,SCS,N,RE,HZ,SZ,P,1984,NA,200,31,NA,NA,31,NA,50,30,50,3.3,0.14,L,NR,NA,0,Y,IOWA DNR,U,0,NA,11400,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,IA,IA,26-Jul-18,NA,David Loebsack (D),D,IA02,NA,0,Y,Y,Y,Y,NA
72777,R. PAINE,NA,NA,NA,SD00530,-99.163333,44.488333,NA,HAND,TR-JAMES,NONE,NA,R. PAINE,P,USDA NRCS,N,RE,X,U,S,1957,NA,395,28,28,28,28,2850,90,55,90,NA,NA,L,NR,NA,0,Y,DENR,U,0,NA,0,0,0,0,NA,USDA NRCS,NA,NA,NA,NA,NA,NA,SD,SD,18-Jun-18,NA,Dusty Johnson (R),R,SD00,NA,0,Y,Y,Y,Y,NA
89178,APPLE CREEK DAM #2,HOLLAND RD / HWY JJ,NA,NA,WI01235,-88.3358492,44.3156346,"S8, T21N, R18E",OUTAGAMIE,APPLE CREEK,NA,0,CITY OF APPLETON,L,NA,NA,CN,C,U,O,NA,NA,NA,11.1,11.1,10,11.1,NA,65,0,65,NA,NA,L,Y,6/21/18,0,Y,WIDNR,C,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,WI,WI,27-Jul-18,NA,Mike Gallagher (R),R,WI08,NA,0,Y,Y,Y,Y,NA
90162,GREGERSEN,NA,NA,NA,WY00458,-106.3069,44.257213,"SENW 6, T49N R72W",CAMPBELL,DONKEY CREEK,GILLETTE,1,OLUF GREGERSEN,P,USDA NRCS,N,RE,HEZ,UZ,IP,1967,NA,425,20,NA,20,20,1254,215,95,215,NA,16,S,NR,NA,5,N,SEO,U,270,X,6140,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,USDA NRCS,WY,2-Jul-18,NA,Liz Cheney (R),R,WY00,NA,0,N,N,N,N,NA
76716,UPPER LAKE FORK CREEK WS SCS SITE 12 DAM,NA,0,NA,TX00662,-95.846527,33.040175,NA,HOPKINS,HUGHES CREEK,NONE,NA,HOPKINS RAINS SWCD;LAKE FORK WCID 1;,L,USDA NRCS,N,RE,X,U,C,1964,NA,4000,27,27,27,27,NA,1301,54,1301,NA,NA,NA,NR,NA,0,Y,TCEQ,N,0,X1,41380,0,0,0,USDA NRCS,USDA NRCS,USDA NRCS,NA,NA,NA,NA,NA,TX,TX,23-Jul-18,NA,John Ratcliffe (R),R,TX04,NA,0,Y,Y,Y,Y,NA
25887,NA,KSNONAME 4000,NA,NA,KS04000,-95.306499,39.263249,"16,9S, 19E",JEFFERSON,HONEY CREEK-TR,PERRY,NA,"MCCULLOUGH, ROBERT",P,USDA NRCS,N,RE,X,U,P,1977,NA,490,34,NA,NA,34,NA,20,11,20,NA,NA,L,NR,NA,0,N,KS DEPT. OF AGRICULTURE,U,14,X,10492,0,0,0,NA,USDA NRCS,NA,NA,NA,NA,NA,NA,KS,KS,2-Jul-18,NA,"Steven C. Watkins, Jr. (R)",R,KS02,NA,0,N,N,N,N,NA
63950,KLEMME,NA,KLEMME,NA,OK10033,-99.11070519,35.36928152,4,WASHITA,TR-BOGGY CREEK,BESSIE,9,KEVIN NIGHTENGALE,P,NA,NA,RE,HEZ,SZ,C,1966,NA,450,24,24,19,24,1560,87,42,87,1,NA,L,NR,8/14/06,5,Y,OWRB,C,1,V: 1;,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,OK,OK,22-Jun-18,NA,Frank D. Lucas (R),R,OK03,NA,0,Y,Y,Y,Y,NA
54373,BEAR - PIERCE - CEDAR 9-B,NA,0,NA,NE00964,-96.59152297,40.29480333,SWS24T4R7E,GAGE,TR-CEDAR CREEK,BLUE SPRINGS,NA,LOWER BIG BLUE NATURAL RESOURCES DISTRICT,L,USDA NRCS,N,RE,HEK,SK,C,1966,NA,1120,32,39,32,39,2268,993,108,993,23,2.6,L,NR,9/29/15,5,Y,NE DNR,U,0,U,51456,0,0,0,USDA NRCS,USDA NRCS,USDA NRCS,NA,USDA NRCS,NA,NA,NA,NE,NE,27-Jul-18,NA,Adrian Smith (R),R,NE03,NA,0,Y,Y,Y,Y,NA
62477,SCS-WINTER CREEK SITE-13,NA,SCS-WINTER CREEK SITE-13,NA,OK00227,-97.72078603,34.96009368,27,GRADY,TR-LAFLIN CR,BRADLEY,NA,GRADY CO CONS DIST,S,USDA NRCS,N,RE,HEZ,SZ,C,1966,NA,1060,39,39,36,39,785,416,53,416,11,NA,L,NR,1/1/80,5,Y,OWRB,C,1,V: 1;,0,0,0,0,USDA NRCS,USDA NRCS,USDA NRCS,NA,NA,NA,NA,NA,OK,OK,22-Jun-18,NA,Tom Cole (R),R,OK04,NA,0,Y,Y,Y,Y,NA
70424,TAYLOR POND DAM 1,NA,SCNONAME 09035,NA,SC00598,-80.97776603,33.80215636,NA,CALHOUN,TR-SANDY RUN,NA,0,WILLIAM T. TAYLOR,P,NA,N,RE,XZ,UZ,R,1950,NA,500,10,NA,NA,10,NA,84,54,84,15,NA,H,N,3/27/17,2,Y,SC DHEC,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SC,SC,17-Aug-18,NA,James E. Clyburn (D),D,SC06,NA,0,Y,Y,Y,Y,NA
