st_abbv,state,strucnum,rectype,nicarid,rtsigprf,deslev,rtnum,dirsuff,hwyagncy,cnty,place,feature,strcture,location,invrte,milept,kmpt,basehwy,lrsnvrte,subrtnum,latitude,latmap,longtude,longmap,bylength,toll,mainresp,owner,funclass,year,laneson,lanesun,avgday,avdayno,yravg,designld,approw,apprdno,brimed,skew,strucflr,rail,transit,appguard,guardend,histsig,navcont,vertclr,vertclno,horclear,horclno,strcstat,onserve,undserve,material,construc,materal2,contruc2,numspan,mnspno,numapp,appno,tothorcl,tothorno,maxspan,maxsplgt,strlengt,strlngno,leftwalk,lftwlkno,ritewalk,rtwalkno,roadwid,rdwidno,deckwid,dckwdno,minverto,mvcono,refeat,minvertu,mvcuno,reffeat2,minlatu,mlcurno,minlatl,mlculno,deck,super,substruc,channel,culvert,mthdoprt,oprat,opratno,mthinvrt,invrat,invratno,strceval,deckgeo,undclear,bripost,waterade,rdalign,typeprop,doneby,length,lengno,inspdate,inspmnth,inspyear,inspfreq,inspfrno,critfrac,critund,critoth,critfrdt,critundt,crtothdt,brdimpro,brdgimno,rdimprov,rdimpno,totlcost,totcstno,impcstyr,ngbrstcd,pcntresp,bordbrno,strahwy,parstruc,dirtraf,tempdes,highinv,fedlndhy,yrrecnst,decktype,typewear,membrane,deckpro,avtraff,avtrafno,desnet,pierpro,nbisleng,scour,futdaily,futdlyno,futyear,minnav,minnavno,fedind,wahquse,stat,aster,suffrate,suffrtno,stat2,bridgecond,bridgecondcd
NC,374,000000000970238,1,3740000000009702381,3,1,01884,0,12,097,00000,ROCKY CREEK,SR1884,0.5 MI. S. JCT. SR1981,9999,0000000,0,0,NA,NA,35575604,35.965567,080500673,-80.835203,003,3,01,01,09,1964,02,00,000170,170,2014,1,0007,0.7,0,00,0,0,0,0,0,5,0,0000,0,00000,0,P,1,5,3,02,0,00,003,3,0000,0,073,7.3,00122,12.2,000262,26.2,001,0.1,001,0.1,0073,7.3,0076,7.6,9999,99.99,N,0000,0,N,000,0,000,0,7,5,6,5,N,1,020,2,1,010,1,3,5,N,0,6,3,35,1,NA,NA,1216,12,16,24,24,N,N,N,NA,NA,NA,000000,0,000000,0,000000,0,NA,NA,NA,NA,0,N,2,NA,0,0,0000,8,7,0,0,06,6,0,1,Y,U,000340,340,2025,0000,0,3,7050418,NA,NA,419,41.9,2,F,5
MI,265,000000000013299,1,2650000000000132991,1,7,00094,0,05,077,65560,NB US-131,S US-131 TO E I-94,I-94/US-131 INTERCHANGE,3048,0000647,0.647,0,0000033927,41,42140822,42.235617,085381548,-85.637633,002,3,01,01,11,2008,02,02,023695,23695,2005,9,1490,149,0,08,0,1,1,1,1,5,N,0000,0,00000,0,A,1,1,5,02,0,00,001,1,0000,0,149,14.9,00297,29.7,000297,29.7,000,0,000,0,0149,14.9,0159,15.9,9999,99.99,H,0521,5.21,H,004,0.4,025,2.5,7,8,8,N,N,6,813,81.3,6,256,25.6,6,9,6,5,N,8,NA,NA,NA,NA,0916,09,16,24,24,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,N,1,NA,1,0,NA,1,2,0,1,12,12,1,NA,Y,N,023695,23695,2025,NA,NA,2,6050318,NA,NA,899,89.9,0,G,7
KS,207,999901500961311,1,2079999015009613111,3,1,00015,0,53,191,00000,DOG CREEK,K15 HWY,5.16 MI NW COWLEY COLN,9999,0098745,98.745,1,096K000150,00,37281600,37.471111,097132400,-97.223333,000,3,01,01,14,1980,02,00,006640,6640,2016,5,1220,122,0,00,0,0,0,1,0,5,0,0000,0,00000,0,A,1,5,2,01,0,00,004,4,0000,0,121,12.1,00146,14.6,000052,5.2,000,0,000,0,0122,12.2,0128,12.8,9998,99.98,N,0000,0,N,000,0,000,0,7,7,7,7,N,1,653,65.3,1,039,3.9,7,5,N,5,8,5,37,1,000052,5.2,0917,09,17,24,24,N,N,N,NA,NA,NA,000157,157,000016,16,000235,235,2018,NA,NA,NA,0,N,2,NA,1,0,NA,1,5,0,0,06,6,1,NA,Y,5,007246,7246,2037,NA,NA,2,0052318,NA,NA,96,9.6,0,G,7
ND,388,0029061394  R,1,3880029061394  R1,1,1,00029,0,68,017,04900,ROSE COULEE,INTERSTATE 29,2 SOUTH OF I-94,9999,0098783,98.783,1,0000000000,00,46491200,46.82,096501800,-96.838333,002,3,01,01,01,1973,02,00,006950,6950,2017,5,1130,113,0,00,0,1,1,1,1,5,0,0000,0,00000,0,A,1,5,6,06,0,00,003,3,0000,0,121,12.1,00094,9.4,000305,30.5,000,0,000,0,0122,12.2,0137,13.7,9999,99.99,N,0000,0,N,999,99.9,000,0,7,7,7,8,N,1,752,75.2,1,045,4.5,7,7,N,5,6,8,NA,NA,000000,0,1117,11,17,24,24,N,N,N,NA,NA,NA,000000,0,000000,0,000000,0,NA,NA,0,_,1,R,1,NA,1,0,1983,1,4,0,0,13,13,1,NA,Y,8,006950,6950,2037,NA,NA,3,8050718,NA,NA,974,97.4,0,G,7
IL,175,006437200000000,1,1750064372000000001,4,1,00000,0,03,011,00000,MAPLE GROVE CREEK,TR223A,1.5 MI N OF WYANET,9999,0004651,4.651,0,NA,NA,41231373,41.387147,089345187,-89.581075,010,3,03,03,09,2004,02,00,000150,150,2017,5,0730,73,0,00,0,1,0,0,0,5,0,0000,0,00000,0,A,1,5,5,05,0,00,001,1,0000,0,073,7.3,00233,23.3,000242,24.2,000,0,000,0,0073,7.3,0082,8.2,9999,99.99,N,0000,0,N,000,0,000,0,8,8,8,8,N,D,441,44.1,D,324,32.4,8,5,N,5,9,8,NA,NA,000000,0,1115,11,15,48,48,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,N,2,NA,0,0,NA,2,6,1,0,00,0,0,NA,Y,8,000109,109,2032,0000,0,1,7052118,NA,NA,924,92.4,0,G,8
PA,423,000000000002043,B,423000000000002043B,3,7,00000,2,NA,003,61000,"STATE RDS.,RR,CITY STS..",CROSSTOWN BL,HOV S.APPR.TO VETERANS BR,1372,0000000,0,NA,NA,NA,40263490,40.443028,079592822,-79.991172,000,3,NA,NA,11,1986,02,01,009561,9561,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,02,NA,NA,NA,NA,NA,NA,055,5.5,00064,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,N,3,NA,1,NA,NA,NA,NA,NA,NA,02,2,0,NA,NA,NA,NA,NA,NA,NA,NA,4,2053118,NA,NA,NA,NA,NA,NA,NA
TN,474,660A0940001,1,474660A09400011,4,1,00094,0,04,131,00000,TAYLOR CREEK,NFA A094,5.3 MI NE JCT SR22&SR157,9999,0002202,2.202,0,NA,NA,36273860,36.460722,089120560,-89.201556,010,3,02,02,09,1965,02,00,000050,50,2018,2,0730,73,0,05,0,0,0,0,0,4,0,0000,0,00000,0,A,1,5,1,22,0,00,003,3,0000,0,074,7.4,00088,8.8,000204,20.4,000,0,000,0,0074,7.4,0077,7.7,9999,99.99,N,0000,0,N,000,0,000,0,7,6,6,6,N,1,306,30.6,1,189,18.9,5,6,N,5,6,8,38,NA,NA,NA,0617,06,17,24,24,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,2,NA,0,0,0000,9,6,0,0,04,4,0,NA,Y,5,000080,80,2037,NA,NA,4,7052518,NA,NA,798,79.8,0,F,6
NY,362,000000001025869,2,3620000000010258692,1,1,00390,0,NA,055,28442,RTE I390,RTE 204,0.6MI SE JCT RTS47+33A,0467,0027514,27.514,NA,NA,NA,43075106,43.13085,077394030,-77.661194,000,3,NA,NA,11,1963,06,08,027100,27100,1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,02,NA,NA,NA,NA,NA,NA,176,17.6,00231,23.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,N,2,NA,1,NA,NA,NA,NA,NA,NA,00,0,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6050318,NA,NA,NA,NA,NA,NA,NA
PA,423,000000000008379,B,423000000000008379B,2,1,00022,4,NA,021,17144,US 22,PA 53,OVER TR 22,0472,0031719,31.719,NA,NA,NA,40265444,40.448456,078360323,-78.600897,008,3,NA,NA,02,1983,01,02,011508,11508,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,02,NA,NA,NA,NA,NA,NA,235,23.5,00293,29.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,N,1,NA,1,NA,NA,NA,NA,NA,NA,15,15,0,NA,NA,NA,NA,NA,NA,NA,NA,4,2053118,NA,NA,NA,NA,NA,NA,NA
PA,423,000000000012736,1,4230000000000127361,3,1,00000,0,03,037,31392,OVER LITTLE FISHING CR.,SR 4031,1 MI NE OF SERENO,9999,0000000,0,0,NA,NA,41094571,41.162697,076301582,-76.504394,003,3,01,01,09,1962,02,00,000186,186,2017,0,0670,67,0,45,0,0,0,0,0,5,0,0000,0,00000,0,A,1,5,3,02,0,00,001,1,0000,0,098,9.8,00226,22.6,000247,24.7,005,0.5,005,0.5,0098,9.8,0114,11.4,9999,99.99,N,0000,0,N,000,0,000,0,6,7,6,5,N,1,088,8.8,1,526,52.6,6,7,N,5,7,8,36,2,000024,2.4,0216,02,16,24,24,N,N,N,NA,NA,NA,000010,10,000050,50,000135,135,NA,NA,0,NA,0,N,2,NA,0,0,0000,1,1,0,0,11,11,0,NA,Y,5,000237,237,2032,0000,0,4,2053118,NA,NA,97,9.7,0,F,6
GA,134,000000002550160,1,1340000000025501601,4,1,00122,0,05,025,00000,LITTLE SATILLA RIVER,HUMPBACK ROAD,6 MI N OF NAHUNTA,9999,0000103,0.103,1,NA,00,31184874,31.313539,081585545,-81.982069,012,3,02,02,09,1970,01,00,000010,10,2012,1,0490,49,0,00,0,0,0,0,0,5,0,0000,0,00000,0,K,1,5,1,01,0,00,011,11,0000,0,033,3.3,00037,3.7,000402,40.2,002,0.2,002,0.2,0034,3.4,0038,3.8,9999,99.99,N,0000,0,N,000,0,000,0,5,5,3,5,N,2,000,0,2,000,0,0,3,N,0,7,8,31,1,046450,4645,0118,01,18,6,6,N00,Y60,N00,NA,0116,NA,000375,375,000038,38,000563,563,2013,NA,NA,NA,0,N,3,NA,0,0,0000,2,1,8,8,01,1,0,NA,Y,U,000015,15,2032,0000,0,1,3050418,NA,NA,209,20.9,1,P,3
NY,362,000000003318690,1,3620000000033186901,4,0,00000,0,44,069,44864,CANANDAIGUA OUTLT,PORT GIBSON RD,2.8 MI.NE OF MANCHESTER,9999,0002156,2.156,0,NA,NA,42585085,42.980792,077104485,-77.179125,006,3,02,02,08,1939,02,00,003678,3678,2014,5,0910,91,0,40,0,1,1,1,1,5,0,0000,0,00000,0,A,1,5,3,02,0,00,002,2,0000,0,103,10.3,00179,17.9,000384,38.4,000,0,000,0,0104,10.4,0011,1.1,9999,99.99,N,0000,0,N,000,0,000,0,7,7,7,6,N,1,999,99.9,1,617,61.7,7,5,N,5,4,8,34,1,003840,384,0716,07,16,24,24,N,N,N,NA,NA,NA,001211,1211,000709,709,001920,1920,2018,NA,NA,NA,0,N,2,NA,0,0,1989,1,6,0,1,05,5,0,NA,Y,8,003714,3714,2037,NA,NA,3,6050318,NA,NA,959,95.9,0,G,7
MO,297,1505,A,2971505A,1,1,00029,0,NA,087,41798,IS 29,RAINTREE DR S,S 13 T 60 N R 37 W,0503,0125787,125.787,NA,NA,NA,40013631,40.026753,095061960,-95.105444,000,3,NA,NA,01,1968,02,02,007475,7475,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,02,NA,NA,NA,NA,NA,NA,085,8.5,00213,21.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,N,1,NA,1,NA,NA,NA,NA,NA,NA,35,35,1,NA,NA,NA,NA,NA,NA,NA,NA,2,9050718,NA,NA,NA,NA,NA,NA,NA
PA,423,000000000035667,1,4230000000000356671,3,1,00000,0,04,127,67488,WEST BR WALLENPAUPACK CR,SR 3004,SALEM TWP @ JCT SR 3009,9999,0003685,3.685,0,NA,NA,41221907,41.371964,075241925,-75.405347,016,3,01,01,09,1958,02,00,000278,278,2017,5,0610,61,0,00,0,1,1,1,1,5,0,0000,0,00000,0,K,1,5,3,02,0,00,002,2,0000,0,081,8.1,00177,17.7,000036,3.6,003,0.3,003,0.3,0076,7.6,0009,0.9,9999,99.99,N,0000,0,N,000,0,000,0,8,6,7,4,N,F,489,48.9,F,376,37.6,6,5,N,5,7,5,35,1,000036,3.6,0417,04,17,24,24,N,N,N,NA,NA,NA,000025,25,000101,101,000341,341,NA,NA,0,NA,0,N,2,NA,0,0,2017,1,5,0,1,05,5,0,NA,Y,8,000558,558,2032,0000,0,4,2053118,NA,NA,903,90.3,0,F,6
OK,406,220290000000000,1,4062202900000000001,4,1,E0420,2,06,093,00000,EAGLE CHIEF CREEK,E0420,.3S .3W OF CLEO SPRINGS,9999,0001448,1.448,0,NA,NA,36241918,36.405328,098264967,-98.447131,159,3,02,02,09,1988,02,00,000050,50,2016,0,0670,67,0,30,0,1,1,1,1,5,0,0000,0,00000,0,A,1,5,5,02,0,00,003,3,0000,0,082,8.2,00168,16.8,000512,51.2,000,0,000,0,0082,8.2,0087,8.7,9999,99.99,N,0000,0,N,000,0,000,0,7,8,6,6,N,2,399,39.9,2,327,32.7,6,6,N,5,6,8,31,1,000082,8.2,0617,06,17,48,48,N,N,N,NA,NA,NA,000419,419,000230,230,000651,651,2015,NA,0,_,0,N,2,NA,0,0,0000,1,1,0,0,10,10,0,1,Y,8,000080,80,2036,0000,0,4,0051618,NA,NA,946,94.6,0,F,6
IA,197,000000000159671,1,1970000000001596711,4,1,00000,0,00,071,00000,MAIN DITCH,240 AVENUE,068432402,9999,0007995,7.995,0,NA,NA,40412978,40.691606,095440245,-95.734014,008,3,02,02,09,1981,02,00,000005,5,2012,5,0790,79,0,00,0,0,0,0,0,5,0,0000,0,00000,0,A,1,5,5,04,0,00,001,1,0000,0,074,7.4,00119,11.9,000122,12.2,000,0,000,0,0074,7.4,0076,7.6,9999,99.99,N,0000,0,N,000,0,000,0,7,7,4,6,N,1,467,46.7,1,279,27.9,4,6,N,5,8,8,NA,NA,000000,0,0517,05,17,24,24,N,N,N,NA,NA,NA,000000,0,000000,0,NA,NA,NA,NA,0,NA,0,N,2,NA,0,0,0000,1,1,0,0,00,0,0,NA,Y,8,000005,5,2037,0000,0,1,9050918,NA,NA,669,66.9,1,P,4
CA,069,24 0228R,B,06924 0228RB,5,0,00000,0,NA,067,64000,"STOCKTON, 34TH,35TH, & T",US 50 EB,03-SAC-050-R0.38-SAC,0467,0000000,0,NA,NA,NA,38333540,38.559833,121280073,-121.466869,003,3,NA,NA,14,1971,05,05,024000,24000,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,05,NA,NA,NA,NA,NA,NA,134,13.4,00423,42.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,L,NA,NA,1,NA,NA,NA,NA,NA,NA,02,2,0,NA,NA,NA,NA,NA,NA,NA,NA,0,6060118,NA,NA,NA,NA,NA,NA,NA
MD,243,200000CL0326020,1,243200000CL03260201,4,1,00662,0,07,013,00000,LITTLE MORGAN RUN,BARTHOLOW ROAD,1.73 MILES N OF MD 32,9999,0002784,2.784,0,NA,00,39253596,39.426656,076573787,-76.960519,008,3,02,02,17,1968,02,00,003679,3679,2017,0,0670,67,0,00,0,0,0,0,0,5,0,0000,0,00000,0,A,1,5,1,19,0,00,000,0,0000,0,123,12.3,00037,3.7,000122,12.2,000,0,000,0,0123,12.3,0129,12.9,9999,99.99,N,0000,0,N,000,0,000,0,N,N,N,5,7,1,571,57.1,1,034,3.4,7,6,N,5,6,8,NA,NA,000000,0,0817,08,17,24,24,N,N,N,NA,NA,NA,000000,0,000000,0,000000,0,NA,NA,NA,NA,0,N,2,NA,0,0,0000,N,N,N,N,08,8,0,NA,Y,8,006030,6030,2037,NA,NA,2,4050718,NA,NA,956,95.6,0,G,7
MS,284,SA5800000000064,1,284SA58000000000641,4,1,00312,0,01,115,92736,BOB MILLER CREEK,PEAR TREE ROAD,SEC  6 T10S R 4E,9999,0000177,0.177,0,NA,NA,34143380,34.242722,088550880,-88.919111,008,3,02,02,09,2001,02,00,000050,50,2014,5,0850,85,0,00,0,1,N,N,N,5,0,0000,0,00000,0,A,1,5,5,02,0,00,003,3,0000,0,085,8.5,00305,30.5,000549,54.9,005,0.5,005,0.5,0085,8.5,0095,9.5,9999,99.99,N,0000,0,N,000,0,000,0,8,8,8,8,N,6,616,61.6,6,373,37.3,8,7,N,5,8,8,NA,NA,NA,NA,1017,10,17,24,24,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,2,NA,0,0,0000,1,1,0,0,NA,NA,0,NA,Y,5,000075,75,2034,NA,NA,2,8061218,NA,NA,100,10,0,G,8
CO,088,C-16-BH,1,088C-16-BH1,2,1,0287Z,0,41,069,46465,GREELEY-LOVELAND CANAL,US 287 SBND,CLEVELAND AVE.,9999,0002115,2.115,1,000000287Z,00,40233444,40.3929,105042820,-105.0745,002,3,01,01,14,2003,04,00,006000,6000,2011,A,1740,174,0,00,1,1,0,0,0,5,0,0000,0,00000,0,A,5,5,5,01,0,00,001,1,0000,0,174,17.4,00126,12.6,000136,13.6,019,1.9,019,1.9,0174,17.4,0223,22.3,9999,99.99,N,0000,0,N,000,0,000,0,8,8,8,8,N,1,363,36.3,1,218,21.8,5,5,N,5,8,8,NA,NA,000000,0,1117,11,17,24,24,N,N,N,NA,NA,NA,000000,0,000000,0,000000,0,NA,NA,NA,NA,0,N,1,NA,1,0,0000,1,6,1,1,04,4,1,NA,Y,8,010560,10560,2031,0000,0,0,8051618,NA,NA,841,84.1,0,G,8
OK,406,218560000000000,1,4062185600000000001,4,1,N3270,0,07,099,00000,RED BRANCH CREEK,N3270,3.2 MI W OF DAVIS,9999,0000805,0.805,0,NA,NA,34295657,34.499047,097104037,-97.177881,008,3,02,02,09,1988,02,00,000100,100,2016,5,0610,61,0,00,0,0,1,1,1,5,0,0000,0,00000,0,A,1,5,1,19,0,00,003,3,0000,0,146,14.6,00052,5.2,000143,14.3,000,0,000,0,0146,14.6,0152,15.2,9999,99.99,N,0000,0,N,999,99.9,000,0,N,N,N,6,7,2,445,44.5,2,327,32.7,7,9,N,5,7,8,33,1,004170,417,0116,01,16,24,24,N,N,N,NA,NA,NA,000100,100,000075,75,000225,225,2015,NA,0,_,0,N,2,NA,0,0,0000,N,N,0,0,10,10,0,1,Y,7,000160,160,2036,0000,0,4,0051618,NA,NA,100,10,0,G,7
OK,406,252760000000000,1,4062527600000000001,3,1,00034,0,05,039,00000,WASHITA RIVER O'FLOW,S.H. 34,1.8 MI N JCT S.H. 33,9999,0002912,2.912,1,NA,01,35395519,35.665331,099223650,-99.376806,076,3,01,01,06,1997,02,00,001600,1600,2016,5,1220,122,0,00,0,1,1,1,1,5,0,0000,0,00000,0,A,1,9,3,02,0,00,007,7,0000,0,122,12.2,00219,21.9,001344,134.4,000,0,000,0,0122,12.2,0128,12.8,9999,99.99,N,0000,0,N,000,0,000,0,7,7,7,N,N,1,906,90.6,1,601,60.1,7,7,N,5,7,8,31,1,013680,1368,0716,07,16,24,24,N,N,N,NA,NA,NA,001048,1048,001728,1728,002933,2933,2015,NA,0,_,0,N,2,NA,0,0,0000,1,1,0,1,16,16,0,1,Y,8,002560,2560,2036,0000,0,4,0051618,NA,NA,94,9.4,0,G,7
NC,374,000000001650104,2,3740000000016501042,3,1,01394,0,NA,165,37220,"US15,US401,US501N",SR1394,0.5 MI. N. JCT. US74 BUS,0716,0000000,0,NA,NA,NA,34465243,34.781231,079281990,-79.472194,199,3,NA,NA,17,1996,00,02,000790,790,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,6,02,NA,NA,NA,NA,NA,NA,187,18.7,00192,19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,R,2,NA,0,NA,NA,NA,NA,NA,NA,07,7,0,NA,NA,NA,NA,NA,NA,NA,NA,3,7050418,NA,NA,NA,NA,NA,NA,NA
CA,069,24C0509,1,06924C05091,5,0,00000,0,03,067,22020,LAGUNA CREEK,LEWIS STEIN RD,1/8 MI S OF WEST STOCKTON,9999,0000000,0,0,NA,00,38255723,38.432564,121243357,-121.409325,003,3,04,04,17,2005,02,00,004000,4000,2008,6,0011,1.1,3,00,0,1,0,0,0,5,0,0000,0,00000,0,A,5,5,2,01,0,00,004,4,0000,0,011,1.1,00122,12.2,000050,5,018,1.8,036,3.6,0011,1.1,0018,1.8,9999,99.99,N,0000,0,N,000,0,000,0,8,8,8,9,N,A,541,54.1,A,324,32.4,8,5,N,5,9,8,NA,NA,NA,NA,1114,11,14,48,48,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,2,NA,0,0,0000,1,0,0,0,02,2,0,NA,Y,8,005593,5593,2036,NA,NA,0,6060118,NA,NA,964,96.4,0,G,8
PA,423,000000000026844,A,423000000000026844A,1,1,00380,1,NA,089,15960,SR 380 (LR 1002),SR 423 (LR 45037),PA. 423 EXIT,0535,0012197,12.197,NA,NA,NA,41102580,41.173833,075254204,-75.428344,014,3,NA,NA,01,1969,02,04,014509,14509,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,06,NA,NA,NA,NA,NA,NA,125,12.5,00183,18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,N,1,NA,1,NA,NA,NA,NA,NA,NA,26,26,1,NA,NA,NA,NA,NA,NA,NA,NA,4,2053118,NA,NA,NA,NA,NA,NA,NA
AZ,049,08132,1,049081321,4,0,00000,0,84,009,00000,ASH CREEK,ASH CREEK ROAD,9.4 MI W JCT FT GRANT RD,9999,0000000,0,0,NA,NA,32305128,32.514244,110070835,-110.118986,008,3,02,02,09,1900,01,00,000010,10,2016,5,0550,55,0,00,0,0,0,0,0,5,0,0000,0,00000,0,A,1,5,2,01,0,00,003,3,0000,0,043,4.3,00034,3.4,000107,10.7,000,0,000,0,0043,4.3,0043,4.3,9999,99.99,N,0000,0,N,000,0,000,0,6,6,5,5,N,1,327,32.7,1,020,2,5,6,N,5,8,8,31,1,001830,183,0917,09,17,24,24,N,N,N,NA,NA,NA,000000,0,000000,0,000001,1,2015,NA,NA,NA,0,N,3,NA,0,0,0000,1,1,0,0,00,0,0,NA,Y,5,000020,20,2037,0000,0,0,4050418,NA,NA,568,56.8,0,F,5
ME,231,5947,1,23159471,3,1,00095,1,04,019,49065,EAST BRANCH SEBASTICOOK,I-95 NORTHBOUND,1MI E #7-11,9999,0251537,251.537,1,000000095X,00,44493198,44.82555,069162777,-69.274381,002,3,01,01,01,1961,02,00,010160,10160,2016,6,1160,116,0,00,0,0,0,0,0,4,0,0000,0,00000,0,A,1,5,3,02,0,00,003,3,0000,0,091,9.1,00213,21.3,000552,55.2,002,0.2,002,0.2,0092,9.2,0107,10.7,9999,99.99,N,0000,0,N,999,99.9,999,99.9,6,6,7,7,N,8,645,64.5,8,496,49.6,6,2,N,5,9,8,NA,NA,NA,NA,0916,09,16,24,24,N,Y60,N,NA,0817,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N/A,1,R,1,NA,1,0,0000,1,2,0,0,05,5,1,NA,Y,8,014224,14224,2036,0000,0,2,3050918,NA,NA,748,74.8,2,F,6
OK,406,080906000003095,1,4060809060000030951,6,0,06022,0,02,079,00000,BILLY CREEK TRIB,FDR 6022,.8 MI N OF CTY RT 223,9999,0000128,0.128,0,0000000000,00,34403097,34.675269,094442656,-94.740711,040,3,64,64,09,1941,01,00,000050,50,1992,2,0004,0.4,0,00,0,0,0,0,0,4,0,0000,0,00000,0,A,1,5,1,01,0,00,001,1,0002,2,999,99.9,00073,7.3,000079,7.9,003,0.3,003,0.3,0037,3.7,0043,4.3,9999,99.99,N,0000,0,N,000,0,926,92.6,6,7,7,6,N,5,NA,NA,5,NA,NA,*,4,N,5,4,6,NA,NA,000000,0,0216,02,16,24,24,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,3,NA,0,0,0000,1,1,0,0,NA,NA,0,NA,Y,4,000075,75,2038,0000,0,6,4051618,NA,*,779,77.9,0,F,6
OK,406,035040000000000,1,4060350400000000001,3,1,00100,0,01,001,00000,"E. BRANCH, JENKINS CREEK",S.H. 100,3.4 MI.E.JCT.US59,9999,0005519,5.519,0,NA,NA,35472544,35.7904,094342844,-94.574567,023,3,01,01,07,1932,02,00,001600,1600,2016,4,0910,91,0,00,0,N,N,N,N,4,0,0000,0,00000,0,A,1,5,1,19,0,00,003,3,0000,0,092,9.2,00024,2.4,000082,8.2,000,0,000,0,0092,9.2,0128,12.8,9999,99.99,N,0000,0,N,000,0,000,0,N,N,N,7,7,2,445,44.5,2,327,32.7,7,5,N,5,6,8,33,1,000820,82,0416,04,16,24,24,N,N,N,NA,NA,NA,000230,230,000380,380,000644,644,2015,NA,0,_,0,N,2,NA,0,0,0000,N,N,N,N,15,15,0,NA,Y,4,002560,2560,2036,0000,0,4,0051618,NA,NA,934,93.4,0,G,7
