BARDID,Year,USCGadded,NumberDeaths,NumberInjured,MeetsInjuryThreshold,MeetsDamageThreshold,NumberVesselsInvolved,NumberVesselsLost,TotalDamage,Date,Time,State,Location,NameOfBodyOfWater,NearestCityTown,County,Clear,Cloudy,Fog,Rain,Snow,Hazy,WaterConditions,StrongCurrent,HazardousWaters,CongestedWaters,Wind,AirTemperature,WaterTemperature,DayNight,Visibility,DayofWeek,AccidentCause1,AccidentCause2,AccidentCause3,OtherAccidentCause,MachineryFailure,EquipmentFailure,AccidentEvent1,AccidentEvent2,AccidentEvent3,OtherAccidentEvent,RedactedNarrative,StateCaseID,Latitude,Longitude,CoordinatesConfidence
CO-2017-0033,2017,NA,0,1,-1,0,1,0,0,7/4/2017 0:00:00,12/30/1899 12:00:00,CO,Dixon Cove,Horsetooth Reservoir,Fort Collins,Larimer,-1,0,0,0,0,0,Choppy,N,N,N,Light,80,68,-1,Good,Tuesday,Force of wake/wave,Alcohol use,NA,NA,NA,NA,Person ejected from vessel,NA,NA,NA,Operator 1 of Vessel 1 jumped a wake from another vessel. When Vessel 1 landed from the jump Operator 1 fell off the personal watercraft and stated that he immediately felt pain in his ankle and foot. Operator 1 had to seek medical attention.,17-216,NA,NA,NA
UT-2017-0019,2017,NA,0,0,0,-1,1,0,5000,5/29/2017 0:00:00,12/30/1899 10:00:00,UT,Buoy 84,Lake Powell,NA,San Juan,0,-1,0,0,0,0,Calm,N,N,N,Light,78,70,-1,Good,Monday,Hull failure,Equipment failure,NA,NA,NA,Auxiliary,Flooding/swamping,NA,NA,NA,"INITIAL CALL:

At approximately 1000 hrs on 5/29/17 NPS dispatch called me and informed me there was a houseboat with 18 people on board taking on water and sinking near buoy 84.  They stated it was Aramark rental houseboat T-51 I agreed to respond.

INVESTIGATION:

I arrived on scene just behind NPS Ranger.  Ranger was instructing all the occupants of the boat to put on their PFD's.  I noticed the rear right side of the house boat was noticeably lower in the water.  I pulled along side the rear left side of the vessel and boarded the houseboat and noticed the bilge pump was pumping out some water on that side.  I lifted the motor compartment covers and saw there was about 8 inches of water in the port side motor compartment and about 3 feet of water in the starboard side motor.  I retrieved my de-watering pump from my vessel and moved my vessel over to the starboard side.  I placed my de-watering pump in the starboard side motor compartment and began to pump the water out.

While it pumped out I spoke to one adult male on the vessel and was told they had had several mechanical issues with the boat throughout their trip.  He stated that they had noticed water in the starboard side motor compartment for a couple days but not this much.  He stated that they had been having trouble getting the starboard motor to run for several days but that they had never struck anything with the vessel.  He stated that on this day both motors had died and wouldn't run, likely due to the amount of water in the motor compartments.  He stated the person who had rented the vessel had taken their power boat in toward Bullfrog to get help because they could not raise anyone on the radio.

I continued the pump out the water waiting for Aramark to arrive with their chase boat and mechanic.  The Aramark employee arrived with the houseboat renter and he took over pumping out the motor compartment which was almost dry.  I asked Subject to fill out a witness statement as the houseboat renter and primary operator, which he did.

I confirmed with the Aramark employee that he was okay with staying and waiting for their tow vessel which was in route before clearing the scene.  The engines will have significant water damage.  It is unknown how or why the vessel was taking on water but it appears it may have had a constant leak that eventually overcame the bilge on the starboard side, which was not working.  This allowed the motor compartment to fill making the vessel unsafe and likely to capsize had it continued taking on more water.
",R869908,NA,NA,NA
OR-2017-0013,2017,NA,0,1,-1,0,1,0,0,5/29/2017 0:00:00,12/30/1899 15:20:00,OR,Just above Big Boulder Rapid,Rogue River,Agness,Curry,-1,0,0,0,0,0,Unknown,Y,N,N,Light,85,58,-1,Good,Monday,Operator inexperience,Operator inattention,NA,NA,NA,NA,Person ejected from vessel,NA,NA,NA,"Per the lead guide, the victim was in an inflatable kayak on his own and was going downriver above Big Boulder Rapid, RM 51 on the Rogue River.  He navigated his boat towards what he thought was a wave, but ended up being a pour-over that was in a calm area of the river, above the rapid.  He went into the pour-over and was ejected from his kayak.  He went underwater and was being recirculated in the pour-over.  

The victim still had his paddle in his hands and used it to push off at some point.  During this time he swallowed some water and lost consciousness.  The two guide boats were downriver waiting for the kayaks to come down.  The lead guide saw the victim floating downriver above the rapid and noticed he was not actively swimming or making any motion.  The second guide retrieved the victim, who was unconscious, from the water and immediately started to go to shore.  

Two clients, who were nurses, started checking the victim for signs of breathing and a pulse.  He had both, but they were weak and his breathing was shallow/labored.  They started to administer CPR, but was stopped because it was not needed, as he was breathing and had a pulse.  The two guides started to do a head-to-toe examination looking for any obvious signs of injury.  At this point, another rafting group came by, which had a medical doctor in the group.  He started to provide care and monitoring of the victim.  The victim regained consciousness after about 15-20  minutes.  

During this time the guides formulated a plan for an immediate evacuation downriver.  The victim was transferred onto a table/backboard onto a gear boat and treated for shock.  He was taken downriver to an evacuation point at Rogue River Ranch.  EMS were contacted and a request for a helicopter was made.  The victim's condition continued to improve, but he was still very unclear as to the events that proceeded and did not remember the day's events.  

He was changed into dry clothes and given some juice and a little food.  He was able to walk, with assistance, to the helicopter landing site.  The helicopter landed, the victim was put on a backboard and loaded up.  He was transported to Rogue Regional Medical Center in Medford and released the next morning.
 
",45-13G-17,NA,NA,NA
NY-2017-0215,2017,NA,0,1,-1,0,1,1,400,10/7/2017 0:00:00,NA,NY,NA,OYSTER BAY,LOYD'S NECK,SUFFOLK,0,-1,0,0,0,0,Choppy,NA,NA,NA,Moderate,NA,NA,-1,Good,Saturday,Weather,NA,NA,NA,NA,NA,Capsizing,Person ejected from vessel,Sinking,NA,The operator was kayaking in oyster bay from Lloyd's Neck to Cold Spring. The kayak overturned.  The operator drifted with the kayak while wearing a PFD until it eventually sank.  After being reported missing and an extensive search they found the missing man stranded at a lighthouse in the middle of Long Island Sound approximately 18 hours after capsizing.  He was transported for further medical assistance as a result of exposure.,2017201,NA,NA,NA
IN-2017-00063,2017,NA,0,0,0,0,1,1,1000,5/6/2017 0:00:00,12/30/1899 17:30:00,IN,NA,White RIver,Spencer,Owen,-1,0,0,0,0,0,Unknown,Y,NA,NA,Light,60,58,-1,Good,Saturday,Hazardous waters,NA,NA,NA,NA,NA,Capsizing,Person ejected from vessel,NA,NA,"On may 6, 2017 at approximately 1750 hours, i responded to a water rescue at camp ramona, in owen county, indiana.  I was advised by ico dispatch that four kayakers had capsized their boats in the flood waters of the white river.  Owen county water rescue team was in route to the scene and were requesting assistance.  

           i arrived on scene on or about 1810 hours.  By the time that i had arrived on scene, the water rescue team was already launching their boat and preparing to make the rescue.  They successfully retrieved all four victims from the water brought them over to ems units where i was able to interview them while they were being treated.  

All four victims had not sustained any injuries and refused transport to the hospital.  When asked what happened, operator1 stated that they had launched their kayaks from the road into the flood water.  He stated that they were kayaking out to his cabin that was only accessible by boat because of the flooding.  Operator1 said that the water was calm until they went around the bend.  He stated that they got out to far from the shoreline and they current was much stronger.  

He stated that operator3 was the first to flip over and was able to hold on to a tree to keep from floating down stream.  The other three subsequently flipped over and lost their kayaks trying to assist operator3.  Operator3 and operator1 were able to hold on to the tree until they were rescued.  Operator4 and operator2 were able to make it to shore and wait there until they were rescued.  Operator3 and operator4 were both wearing life vests. Operator1 and operator2 stated that they had life vests in the boat, but were not wearing them.  Operator1 stated that he was able to yell for help while hanging on to the tree and a neighbor called 911.  They kayaks were not recovered and no boat information was obtained.
",05-17-00277,NA,NA,NA
SC-2017-0133,2017,NA,0,1,-1,0,2,0,0,9/3/2017 0:00:00,12/30/1899 15:00:00,SC,S DEWEES ISLAND,DEWEES INLET,NA,CHARLESTON,-1,0,0,0,0,0,Choppy,NA,NA,NA,Light,86,82,-1,Good,Sunday,Improper lookout,Operator inattention,NA,NA,NA,NA,Collision with recreational vessel,Fall in vessel,NA,NA,UNIT 1 VESSEL WAS TRAVELING IN DEWEES INLET WITH UNIT 2 VESSEL BEHIND IT. UNIT 2 WAS OVERTAKING UNIT 1 AND STRUCK UNIT 1 ON THE RIGHT REAR SIDE.  Operator1 suffered a broken foot after impacting the vessel.,17-09-0136,NA,NA,NA
FL-2017-0085,2017,NA,0,1,0,-1,2,0,3000,3/11/2017 0:00:00,12/30/1899 12:12:00,FL,"MARKER 21, NORTH OF SLOW SPEED ZONE",ST JOHN'S RIVER,UNINCORPORATED,VOLUSIA,-1,0,0,0,0,0,Calm,NA,NA,NA,Light,80,78,-1,Good,Saturday,Navigation rules violation,Congested waters,NA,NA,NA,NA,Collision with recreational vessel,Person ejected from vessel,Grounding,NA,"On Saturday March 11, 2017, I, Officer of the Florida Fish and Wildlife Conservation Commission(FWC), was dispatched to a report of a vessel crash on the St. John's River near Astor, FL The report was of two vessels colliding and one had launched into the tree line. Unknown injuries at that time. I arrived on scene at South Moon Fish Camp, the nearest boat ramp and made contact with an occupant of Vessel 2 (V2) who had been brought back to the ramp by a Good Sam. While interviewing Montgomery, FWC Officers responded to the scene by vessel. They were able to assist both of the crashed vessels back to the ramp for further investigation. 

Vessel 1(V1) was cruising South on the St. John's River, after fishing in Lake George. 

Vessel 2(V2) was cruising North on the St John's River after just launching from the South Moon Boat Ramp. 

I interviewed each individual and was told the same description of the crash event.

Both vessels were on plane cruising 20-30 mph.

While V1 was cruising South, Operator1 came around a bend in the river and was closer to the eastern side of the river bank. He would be considered the ""give way"" to vessel traffic and he was on the wrong side of the river. V1 was cruising North along the eastern side of the river which would give V2 a stand on definition. V2 was traveling on the East side as is expected for vessel traffic.

When each operator realized they were on a collision course neither slowed or altered their heading. Operator1 stated he increased speed and attempted a heading change at the last second to avoid the collision. Operator1's direction change crossed the path of V2. V2 struck V1 sternward of the center console and ramped over the gunwale, crushing the starboard side and stern area of V1. The impact ejected both occupants of V2 into the river. V2's heading change caused it to continue toward the river bank and into the tree line, then coming to a stop. 

V2's occupants were able to swim back to the V2 and reboard. Both reported no serious injuries. V2 operator reported a back strain/sprain while being interviewed. He also stated if V1 had continued straight the collision may have been avoided.

V1 was able to be extracted from the river bank and was towed by the FWC vessel back to ramp. 

Based on the damage to both vessels V1 was cr

Operator2 stated his back was starting to tighten up from the strain of the crash. He stated he was thrown against the steering control  console as he was ejected from the vessel. He was unaware at the time of the crash of being injured, but was beginning to feel stiffness in his back approximately and hour after the crash. When asked he refused EMS response to be checked.
",FWNE17OFF002799,NA,NA,NA
WA-2017-0105,2017,NA,0,0,0,-1,2,0,3000,7/10/2017 0:00:00,12/30/1899 7:10:00,WA,35 yds off US Navy Seaplane Boat Ramp,Crescent Harbor,Oak Harbor,Island,-1,0,0,0,0,0,Calm,N,N,N,None,NA,45,-1,Good,Monday,Operator inattention,Navigation rules violation,NA,NA,NA,NA,Collision with recreational vessel,NA,NA,NA,"Vessel #1 (V1) – 1993, 13’ Smoker Craft Open Motorboat w/15hp Mercury Outboard Engine
Vessel #2 (V2) – 2013, 14’ Smoker Craft Voyager Open Motorboat w/9.9 hp Honda Outboard Engine

On 07/10/2017, at about 07:10 a.m., these two vessels were operating on Puget Sound at Crescent Harbor on the East side of the US Navy Seaplane Base, located near Oak Harbor, WA in Island county.  

According to Law Enforcement, the Operator of V1 reported to them that on this date and time he was pulling out from the boat ramp, turned to the right and proceeded to get his gear ready on his boat for crabbing.  He proceeded out away from the boat ramp, with his head down.  He did not see V2.

The Operator of V2, Operator2, told officers that he was heading in when he saw V1 coming directly at his starboard side.  Operator2 yelled trying to get Operator1’s attention but was unable to until V1 struck V2 on its starboard side.

Officers reported that the damage showed red paint transfer on the top of the starboard side of V2 as well as the seat being buckled where it is attached to the inside of the boat.  V1 had minimal damage to the bow above the water line consistent with the information that was provided by the Operators.

Operator1 admitted that he was aware he had hit V2.  He departed the area to go check his crab pots because he did not believe he caused any damage to V2. 

0 Injuries / 0 Fatalities
No Apparent Alcohol Involvement
Minimal damage to V1 / V2 estimated damage of $3,000
Operator of V1 was were wearing a PFD / Operator of V2 was not wearing a PFD
Neither Operator had a mandatory Boater Education card
",NA,NA,NA,NA
OH-2017-0066,2017,NA,0,0,0,-1,1,0,2000,7/15/2017 0:00:00,12/30/1899 19:52:00,OH,Rossford Marina Dock,Maumee River,Rossford,Wood,-1,0,0,0,0,0,Calm,N,NA,Y,Light,80,75,-1,Good,Saturday,Operator inexperience,Navigation rules violation,NA,NA,NA,NA,Grounding,Falls overboard,NA,NA,"Single vessel accident. Operator of the vessel #1 was approaching cement Marina wall with dock on the starboard side.  The operator forcefully pushed the throttle forward causing the vessel to lunge forward and ride up on sea wall causing gouging damage to the fiberglass on the bow and starboard side of the vessel as well bending the bow eye.  The operator immediately took vessel out of gear upon impact and the vessel slid into the water.  Operator of vessel #1 charged with failure to maintain control of a vessel to avoid an incident resulting in property damage.  

No injuries were reported.  Please note: Witness #2 advised that occupant #6 fell into the water, however this was not due to impact.

Occupant #3 was identified as the owner of the vessel.  Occupant #3 left immediately after the incident before law enforcement arrival.  Multiple attempts to contact occupant #3 were made that evening.  Upon making contact with Occupant #3 several days later, he advised that he was completing the repairs to the vessel himself.  I advised Occupant #3 to contact me with the damage repair costs.  Occupant #3 did not return follow up calls.  Upon making contact with him he state that is cost him $40 in fiberglass and Bondo to fix the damage.

Damages to the vessel included two deep, jagged lacerations to the fiberglass one of which was approximately 20"" x 4"" wide, the other approximately 10"". Damages also included scraping damage on gel coat from the cement sea wall as well as the bow eye being bent from impact with the wall.  Base on my knowledge and experience, this vessel has sustained at least $2000, in damages.
",NWUNA170247,NA,NA,NA
MD-2017-0027,2017,NA,0,0,0,-1,1,0,3000,6/24/2017 0:00:00,12/30/1899 15:23:00,MD,A101 N OF OCEAN CITY INLET - 3 MILES OUT,ATLANTIC OCEAN OCEAN CITY,OCEAN CITY,WO - Worcester,-1,0,0,0,0,0,Rough,Y,Y,N,Light,80,73,-1,Good,Saturday,Machinery failure,NA,NA,NA,Electrical,NA,Fire/explosion (non-fuel),Person departed vessel,Capsizing,NA,"On the evening of June 24, 2017 around 1525 hours I, Officer of the Maryland Natural Resources Police, was on patrol in the area of the Commercial Harbor for a Joint Enforcement Agreement patrol.  We received a text alert through Ocean City Communications of a Personal Water Craft that was on fire in the area of the Atlantic Ocean and 1st street. We responded with emergency lights and sirens to the area and noticed United States Coast Guard to be on scene as well. We noticed two jet skis, one was on fire and one was occupied by two people. We asked the PWC with two males on it if there was any one else involved and they said there was not. 

Operator1 told us that he was driving the PWC when he began to feel the seat getting very hot. He then noticed brown smoke coming out of it and the hatch to the front compartment was hot to the touch. Operator1 then boarded another PWC and gave distance between the two PWC's. Soon after, the PWC was engulfed in flames and that's when Coast Guard was arriving on scene.

 The remaining fuel was burned off within a few minutes and the PWC turned upside down. Boat US was called and pulled the boat to the boat ramp in West Ocean City. I had Operator1 follow our vessel to the boat ramp and received all the information on the incident. I did not find Operator1 to be in any sort of violation for the incident. Both subjects were wearing required personal floatation devices and had all required equipment on board. Operator1, the owner of both PWC's, estimated the damages to be about $3,000 and a total loss to the PWC that caught fire. 
 
  All events occurred in Worcester County, Maryland.",NRP-17-00821,NA,NA,NA
NY-2017-0130,2017,NA,0,1,-1,0,2,0,0,6/25/2017 0:00:00,12/30/1899 15:47:00,NY,Sloop Channel,SLOOP CHANNEL,Wantagh,NASSAU,-1,0,0,0,0,0,Choppy,Y,NA,NA,Moderate,73,67,-1,Good,Sunday,Other,Weather,NA,passenger/skier behavior,NA,NA,Collision with government vessel,Person struck by vessel,NA,NA,"Bay Constable of Town of Hempstead as the operator of Vessel 1 issued a no boating safety certificate and excessive speed ticket to operator of Vessel 2.  

After release from the stop both vessels drifted closer and operator of vessel 2 yelled at the Bay Constable for issuing the tickets and pushed his vessel apart from vessel 1. 

Passenger of Vessel 2 claimed to have suffered a back injury as a result and was transported to hospital.",2017144,NA,NA,NA
NH-2017-0021,2017,NA,1,0,0,0,1,0,0,7/1/2017 0:00:00,12/30/1899 15:10:00,NH,Dunning Point - Light 16,Lake Sunapee,Sunapee,Sullivan,-1,0,0,0,0,0,Rough,N,N,N,Strong,78,72,-1,Good,Saturday,Operator inattention,NA,NA,NA,NA,NA,Person departed vessel,NA,NA,NA,"The victim stopped the vessel, did not drop anchor, and without warning dove into the lake. The occupant on the vessel stated the victim dove into the water without saying anything. She also stated she heard the victim say in a garbled voice her name a couple of times. She stated that the victim told her to throw something, she panicked and threw a cushion with two handles, a paddle and a fishing pole. The conditions remained windy and with a strong lake chop blowing at the occupant caused none of the items to reach the victim. The occupant did not possess the ability to get the vessel to the victim. A passer by noticed the distressed woman, jumped from his vessel and climbed aboard the victims vessel. The passerby took control of the vessel while the occupant called 911. The occupant estimates the victim was missing for approximately five minutes from the time he disappeared under the water. At this time First responders arrived on scene and secured it. Efforts of finding the victim were to no avail. A dive team from a local fire department arrived on scene to carry out a recovery. Approximately five hours later the victim was found by using sonar. 

The medical examiner deemed the death as a drowning.",2017-42230-AC,43.38,-72.05,NC
MI-2017-0017,2017,NA,0,1,0,-1,2,1,40100,5/17/2017 0:00:00,12/30/1899 17:17:00,MI,"Belleville Lake, near Horizon Park",Belleville Lake,Van Buren Twp,Wayne County,-1,0,0,0,0,0,Choppy,NA,NA,NA,Moderate,NA,NA,-1,Good,Wednesday,Operator inattention,NA,NA,NA,NA,NA,Collision with government vessel,Person ejected from vessel,NA,NA,"The U of M row team members stated that they had stopped for instructions and observed a yellow boat coming at them with the bow high in the air.  The boat hit their shell and threw subject into the water.  The rest of the team remained in the shell until taken to shore by the coach on a different boat.  

The girls advised while in the boat they were trying to signal for the driver to stop by waving their arms in the air and yelling.  The driver slowed down, checked for injuries and when everybody said that they were not injured and then continued driving back towards the U of M boat house (west bound).  

One passenger had no visible injuries but complained of slight pain in her calf muscle.  She was checked out by the Huron Valley Ambulance medical personnel.  The crew members were wearing life jackets.  No one else was injured.  Police report did not provide details of the U of M power boat (vessel #3) that took the team to shore.

",170010126,NA,NA,NA
MO-2017-0045,2017,NA,1,0,0,0,1,0,0,6/13/2017 0:00:00,12/30/1899 9:35:00,MO,NA,BLACK RIVER,WILLAMSVILLE,WAYNE,-1,0,0,0,0,0,Unknown,Y,Y,N,None,82,70,-1,Good,Tuesday,Operator inattention,Machinery failure,Hazardous waters,NA,Engine,NA,Collision with fixed object,Capsizing,Person ejected from vessel,NA,"Operator 1 was operating vessel 1 while drifting upstream in a shallow area. Vessel 1's unit became clogged by the debris causing vessel 1 to lose power. Vessel 1 was swept into a tree debris causing the vessel to tip ejecting operator 1 and passenger 2 into the water. Passenger 2 was able to re-enter vessel 1, but operator 1 was swept downstream. Passenger 2 did not sustain any injuries and there was no damage to vessel 1. The operator drowned due to being ejected overboard.",170367676,36.96,-90.56,NC
FL-2017-0016,2017,NA,0,0,0,-1,1,0,20000,1/13/2017 0:00:00,12/30/1899 7:30:00,FL,S. BAYSHORE CT (DOCKS),BISCAYNE BAY,COCONUT GROVE,MIAMI-DADE,-1,0,0,0,0,0,Choppy,NA,NA,NA,Light,75,69,-1,Good,Friday,Unknown,NA,NA,NA,NA,NA,Flooding/swamping,NA,NA,NA,"On January 13, 2017, at approximately 0721, I was dispatched to a boating accident at 1650 S. Bayshore CT. Upon arrival, I identified the owner of this vessel (FL 1504 RG). Owner showed me a bill of sale for this vessel which he recently purchased. Owner stated that the they delivered the vessel to him the day before(1/12/17) and he received a call on the morning after(1/13/17) that his vessel was half way underwater. A mechanic was onscene which stated the potentially the water may have come in through a seacock valve. However, this was uncertain information.

Owner was uncertain of all the damages at the current time. I called Owner on 1/19/17 to followed up with the totality of his damages. Owner notified me of the following items that were deemed damaged: Yamaha Motor Control, C60 Joystick System, Both Yamaha outboard engines, generator, bildge pumps, and Garmin cables. 

No one was present on the boat at the time that the vessel was take water. No injuries were sustained. Vessel damages were reported to be estimated above $2000.",FWSB17OFF000521,NA,NA,NA
FL-2017-0559,2017,NA,0,0,0,-1,1,0,4000,10/21/2017 0:00:00,12/30/1899 16:12:00,FL,"BRAMP EAST PASS MARINA, DESTIN HARBOR X2[US-98]",DESTIN PASS,DESTIN,OKALOOSA,-1,0,0,0,0,0,Rough,NA,NA,NA,Moderate,78,74,-1,Good,Saturday,Hazardous waters,Weather,Machinery failure,NA,Engine,NA,Flooding/swamping,NA,Person ejected from vessel,NA,"On October 21, 2017, operator and some of his family were driving his vessel in the Destin East Pass. When the vessel was at the mouth of the Gulf of Mexico the motor died. After the motor died, large waves started hitting the boat, causing the boat to capsize. All occupants were thrown in to the water but were able to cling to the upside down boat. 

A charter boat passing by was able to pick up all of the occupants out of the water and transport them to United States Coast Guard Station Destin.",FWNW17OFF013383,NA,NA,NA
MN-2017-0089,2017,NA,0,1,-1,0,1,1,1500,8/18/2017 0:00:00,12/30/1899 16:54:00,MN,Hickory Rd,White Iron,Ely,Lake,-1,0,0,0,0,0,Calm,N,N,N,Light,75,NA,-1,Good,Friday,Improper lookout,Operator inattention,NA,NA,NA,NA,Grounding,Collision with fixed object,Fall in vessel,NA,"Operator left the resort campground in his boat. He got on plane and then pulled the drain plug to empty the boat of rain water. He stated he thought he was motoring out into the lake, but instead ran into shore. The boat ran aground on a rocky shoreline and hit several small trees. The operator's leg got caught on the seat pedestal when he got thrown forward, causing a break in his lower right leg. 

He was wearing a life jacket at the time of the incident. His dog was on board, also wearing a life jacket, and was uninjured. There was damage to the boat and the motor prop and skag. He was travelling at full throttle at the time of the crash and estimated his speed to be about 25 mph. Alcohol was not a factor.",17187985,NA,NA,NA
FL-2017-0280,2017,NA,0,1,-1,0,1,0,0,6/11/2017 0:00:00,12/30/1899 11:00:00,FL,EAST OF THE MAIN CHANNEL IN THE RECREATIONAL AREA,INDIAN RIVER,SEBASTIAN,INDIAN RIVER,-1,0,0,0,0,0,Choppy,NA,NA,NA,Moderate,83,74,-1,Good,Sunday,Sharp turn,NA,NA,NA,NA,NA,Skier mishap,NA,NA,NA,"On 11 June 2017 I, Officer, responded to a boating accident on the Indian River in Indian River County with Officers.  I arrived at Main Street Boat Ramp at approximately 11:50.  EMS was on scene tending to victim.  EMS informed me that the towed tuber (Victim) had a broken arm and transported him to Sebastian Hospital.  I made contact with operator of vessel and received information about the accident.  Operator informed me that he was operation the vessel and doing figure eights so that the tuber (Victim) would have to go over the boats wakes.  He also stated that he was going approximately 20-25 mph.  After (victim's mother) noticed that Victim fell off the tube they turned around and noticed Victim's arm was abnormal.  Operator pulled victim into the boat and called 911.   
No citations were issued.
Victim broke his left arm.
",FWNE17OFF007857,NA,NA,NA
MD-2017-0143,2017,NA,0,1,0,-1,1,0,2000,9/16/2017 0:00:00,12/30/1899 8:04:00,MD,A402 INLET TO RT 50 BRIDGE,SWORDFISH BASIN,OCEAN CITY,WO - Worcester,-1,0,0,0,0,0,Calm,Y,Y,N,Light,79,80,-1,Good,Saturday,Force of wake/wave,NA,NA,NA,NA,NA,Flooding/swamping,Capsizing,Person ejected from vessel,NA,"On September 16, 2017 at approximately 0805hrs., writer was dispatched to the area of the Ocean City Inlet in the area of the south jetty in reference to an overturned boat with people in the water. Writer met Cpl. at the Ocean City boathouse and we responded in vessel 832. While in route a local charter boat, the ""GETSUM"" radioed over the VHF radio that they had the only occupant of the vessel on board their vessel. Writer and Cpl. met the ""GETSUM"" in the Rt 50 Speed zone. 

The operator of the overturned vessel was onboard. He stated that he had some minor scratches on his legs but didn't want to be treated by EMS. The operator transferred to vessel 832 and we continued back out to the area of the accident. The vessel was located almost at the east end of the south rock jetty. It was upside down on the rocks. The engine was intact. Operator stated that he was a member of Towboat US and requested that they respond to retrieve the vessel. Towboat US did respond and got the vessel off of the rocks and towed to the West Ocean City boat ramp.
 
Operator was taken to the boathouse so that his wife could pick him up. 

Operator related the following; He had been fishing the jetty for about an hour or so. The water was calm except for ground swells that would roll in from the ocean. These ground swells were not that big and caused no problems. Suddenly, one the ground swells came in that was larger than normal. The wave broke just before it reached his vessel. He saw this just as it happened. The breaking wave caused his vessel to overturn throwing him into the water. The vessel, even though overturned, remained floating and was washed on the jetty by another wave. Operator was able to swim over to the rocks where he remained until the vessel ""GETSUM"" arrived at which time he swam over and got onboard.

This investigation is complete and no charges were placed.",NRP-17-01337,NA,NA,NA
FL-2017-0018,2017,NA,0,0,0,-1,2,0,6000,1/30/2017 0:00:00,12/30/1899 13:50:00,FL,MAIN ST,SALTY SAM'S BASIN,FORT MYERS BEACH,LEE,NA,NA,NA,NA,NA,NA,Calm,NA,NA,NA,Moderate,70,68,-1,Good,Monday,Operator inexperience,NA,NA,NA,NA,NA,Collision with recreational vessel,NA,NA,NA,"On January 30, 2017 at approximately 1350, vessel 1 was attempting to dock at the restaurant by Salty Sam’s Marina. Vessel 1 struck Vessel 2 while maneuvering towards the dock. Vessel 2 was tied up in a slip and not under power. No operators or occupants were injured. 

Vessel 1, (FL 2526 PX) was maneuvering into the docks at Salty Sam’s Marina when he struck vessel 2 (DO1175671). Vessel 1 was idling into the marina at less than 5 mph. Operator1 did not have much experience operating vessels and was trying to maneuver the boat while dealing with the small area and the wind. 

He informed me he got a little close to vessel 2, panicked and was unsure of what to do. The bimini top and radar arch of vessel 1 struck the pulpit of vessel 2 at approximately 1:50 p.m. The bimini top and radar arch of Vessel 1 was bent and showed some scratches. None of the 5 occupants of vessel 1 were injured.
",FWSW17OFF001500,NA,NA,NA
MO-2017-0132,2017,NA,0,0,0,-1,1,1,23000,8/28/2017 0:00:00,12/30/1899 15:55:00,MO,JAKES CREEK COVE,TABLE ROCK LAKE,INDIAN POINT VILLAGE,STONE,0,-1,0,0,0,0,Calm,N,N,N,Light,82,81,-1,Good,Monday,Machinery failure,NA,NA,NA,Engine,NA,Fire/explosion (fuel),NA,NA,NA,OPERATOR 1 WAS OPERATING VESSEL 1 WHEN IT ENCOUNTERED A MECHANICAL ISSUE. AS OPERATOR 1 PULLED VESSEL 1 INTO A DOCK AS OPERATOR 1 STARTED THE ENGINE THE OUTBOARD MOTOR CAUGHT ON FIRE THAT ALSO WORKED ITS WAY TOWARDS THE FRONT OF THE VESSEL THERE WAS NO INJURIES SUSTAINED FROM THE BOAT FIRE. VESSEL 1 WAS A TOTAL LOSS FROM THE FIRE.,170557320,NA,NA,NA
MD-2017-0023,2017,NA,0,1,-1,0,1,0,0,6/17/2017 0:00:00,12/30/1899 18:22:00,MD,A410 ASSAWOMAN BAY,ASSAWOMAN BAY,OCEAN CITY,WO - Worcester,0,-1,0,0,0,0,Choppy,N,N,N,Moderate,90,72,-1,Good,Saturday,Other,NA,NA,passenger/skier behavior,NA,NA,Falls overboard,NA,NA,NA,"On June 17, 2017 at approximately 6:30PM, I (Sgt.) was dispatched to Atlantic General Hospital for a report of a subject injured as a result of a boating accident. Cpl. was in the area and responded to the hospital to meet with the victim.
 
Cpl. met with a subject who advised that she was a passenger onboard a personal watercraft (PWC). She was a rear facing passenger on the PWC. As they were accelerating in the Assawoman Bay she was no longer able to hold on. She then fell overboard striking the PWC with her jaw area. The collision caused significant swelling and minor bleeding to her mouth. She estimated that operator was traveling east at approximately 20 knots.

Cpl. spoke with several witnesses who gave similar accounts. All of the above events occurred in Worcester County, Maryland.
",NRP-17-00791,NA,NA,NA
AZ-2017-0017,2017,NA,0,1,-1,-1,2,0,5000,4/29/2017 0:00:00,12/30/1899 13:05:00,AZ,DAVIS CAMP SPACE 24 OF NORTH BEACH AREA,COLORADO RIVER-BULLHEAD CITY,"Bullhead City, AZ",Mohave,-1,0,0,0,0,0,Choppy,NA,NA,NA,Moderate,91,68,-1,Good,Saturday,Navigation rules violation,Operator inexperience,NA,NA,NA,NA,Collision with recreational vessel,Person ejected from vessel,NA,NA,"V1 and V2 were both traveling North bound on the Colorado River near Davis Camp North Beach, Mohave County, Arizona near the Arizona shoreline.  V2 slowed down for an unrelated vessel leaving the shoreline.  V1 was following V2 too closely and was unable to turn to avoid colliding with V2.  The operator of V2 was transported to Western Arizona Regional Medical Center and then transferred to UMC in Las Vegas.  He was released the next day.",17-02670,NA,NA,NA
